home,away,score,year
Динамо,Ротор,2 : 1,2001
Динамо,Алания,2 : 0,2001
Динамо,Ростсельмаш,3 : 1,2001
Динамо,Анжи,1 : 1,2001
Динамо,Торпедо-ЗИЛ,2 : 1,2001
Динамо,Факел,6 : 2,2001
Динамо,Черноморец,2 : 1,2001
Ротор,Спартак,3 : 3,2001
Ротор,Локомотив М,1 : 3,2001
Ротор,Зенит,0 : 0,2001
Ротор,Торпедо М,1 : 1,2001
Ротор,Крылья Советов,3 : 1,2001
Ротор,Сатурн,1 : 0,2001
Ротор,ЦСКА,1 : 1,2001
Ротор,Сокол,1 : 2,2001
Ротор,Динамо,1 : 2,2001
Ротор,Алания,3 : 0,2001
Ротор,Ростсельмаш,1 : 0,2001
Ротор,Анжи,1 : 1,2001
Ротор,Торпедо-ЗИЛ,0 : 0,2001
Ротор,Факел,4 : 0,2001
Ротор,Черноморец,3 : 0,2001
Алания,Спартак,3 : 3,2001
Алания,Локомотив М,1 : 1,2001
Алания,Зенит,2 : 0,2001
Алания,Торпедо М,2 : 0,2001
Алания,Крылья Советов,0 : 1,2001
Алания,Сатурн,0 : 5,2001
Алания,ЦСКА,0 : 0,2001
Алания,Сокол,2 : 0,2001
Алания,Динамо,3 : 3,2001
Алания,Ротор,3 : 1,2001
Алания,Ростсельмаш,3 : 0,2001
Алания,Анжи,2 : 1,2001
Алания,Торпедо-ЗИЛ,1 : 1,2001
Алания,Факел,0 : 1,2001
Алания,Черноморец,1 : 0,2001
Ростсельмаш,Спартак,0 : 1,2001
Ростсельмаш,Локомотив М,0 : 0,2001
Ростсельмаш,Зенит,1 : 2,2001
Ростсельмаш,Торпедо М,5 : 2,2001
Ростсельмаш,Крылья Советов,2 : 0,2001
Ростсельмаш,Сатурн,1 : 4,2001
Ростсельмаш,ЦСКА,0 : 1,2001
Ростсельмаш,Сокол,1 : 2,2001
Ростсельмаш,Динамо,1 : 1,2001
Ростсельмаш,Ротор,1 : 2,2001
Ростсельмаш,Алания,3 : 0,2001
Ростсельмаш,Анжи,3 : 2,2001
Ростсельмаш,Торпедо-ЗИЛ,1 : 0,2001
Ростсельмаш,Факел,1 : 0,2001
Ростсельмаш,Черноморец,0 : 0,2001
Анжи,Спартак,1 : 2,2001
Анжи,Локомотив М,1 : 0,2001
Анжи,Зенит,0 : 0,2001
Анжи,Торпедо М,0 : 1,2001
Анжи,Крылья Советов,4 : 1,2001
Анжи,Сатурн,1 : 1,2001
Анжи,ЦСКА,0 : 0,2001
Анжи,Сокол,2 : 0,2001
Анжи,Динамо,1 : 0,2001
Анжи,Ротор,0 : 0,2001
Анжи,Алания,3 : 2,2001
Анжи,Ростсельмаш,0 : 1,2001
Анжи,Торпедо-ЗИЛ,0 : 2,2001
Анжи,Факел,2 : 2,2001
Анжи,Черноморец,3 : 1,2001
Торпедо-ЗИЛ,Спартак,0 : 2,2001
Торпедо-ЗИЛ,Локомотив М,0 : 4,2001
Торпедо-ЗИЛ,Зенит,0 : 2,2001
Торпедо-ЗИЛ,Торпедо М,1 : 1,2001
Торпедо-ЗИЛ,Крылья Советов,1 : 0,2001
Торпедо-ЗИЛ,Сатурн,1 : 0,2001
Торпедо-ЗИЛ,ЦСКА,0 : 2,2001
Торпедо-ЗИЛ,Сокол,1 : 0,2001
Торпедо-ЗИЛ,Динамо,1 : 1,2001
Торпедо-ЗИЛ,Ротор,3 : 2,2001
Торпедо-ЗИЛ,Алания,1 : 1,2001
Торпедо-ЗИЛ,Ростсельмаш,0 : 0,2001
Торпедо-ЗИЛ,Анжи,1 : 1,2001
Торпедо-ЗИЛ,Факел,3 : 1,2001
Торпедо-ЗИЛ,Черноморец,2 : 0,2001
Факел,Спартак,0 : 5,2001
Факел,Локомотив М,2 : 0,2001
Факел,Зенит,1 : 2,2001
Факел,Торпедо М,2 : 2,2001
Факел,Крылья Советов,1 : 0,2001
Факел,Сатурн,1 : 0,2001
Факел,ЦСКА,1 : 1,2001
Факел,Сокол,0 : 1,2001
Факел,Динамо,1 : 2,2001
Факел,Ротор,3 : 1,2001
Факел,Алания,1 : 0,2001
Факел,Ростсельмаш,4 : 1,2001
Факел,Анжи,0 : 1,2001
Факел,Торпедо-ЗИЛ,2 : 0,2001
Факел,Черноморец,0 : 1,2001
Черноморец,Спартак,1 : 2,2001
Черноморец,Локомотив М,2 : 1,2001
Черноморец,Зенит,1 : 4,2001
Черноморец,Торпедо М,0 : 5,2001
Черноморец,Крылья Советов,0 : 0,2001
Черноморец,Сатурн,0 : 3,2001
Черноморец,ЦСКА,2 : 0,2001
Черноморец,Сокол,1 : 3,2001
Черноморец,Динамо,1 : 1,2001
Черноморец,Ротор,2 : 3,2001
Черноморец,Алания,1 : 0,2001
Черноморец,Ростсельмаш,1 : 1,2001
Черноморец,Анжи,0 : 0,2001
Черноморец,Торпедо-ЗИЛ,0 : 0,2001
Черноморец,Факел,1 : 0,2001
Спартак,Локомотив,0 : 0,2000
Спартак,Торпедо М,4 : 2,2000
Спартак,Анжи,1 : 0,2000
Спартак,Динамо,3 : 1,2000
Спартак,Черноморец,3 : 1,2000
Спартак,Зенит,1 : 2,2000
Спартак,ЦСКА,1 : 0,2000
Спартак,Сатурн,3 : 0,2000
Спартак,Алания,3 : 1,2000
Спартак,Ростсельмаш,1 : 0,2000
Спартак,Ротор,5 : 2,2000
Спартак,Факел,3 : 1,2000
Спартак,Крылья Советов,1 : 2,2000
Спартак,Локомотив НН,3 : 1,2000
Спартак,Уралан,2 : 0,2000
Локомотив,Спартак,3 : 2,2000
Локомотив,Торпедо М,0 : 3,2000
Локомотив,Анжи,1 : 0,2000
Локомотив,Динамо,1 : 0,2000
Локомотив,Черноморец,0 : 3,2000
Локомотив,Зенит,1 : 1,2000
Локомотив,ЦСКА,1 : 0,2000
Локомотив,Сатурн,1 : 0,2000
Локомотив,Алания,1 : 0,2000
Локомотив,Ростсельмаш,3 : 0,2000
Локомотив,Ротор,4 : 1,2000
Локомотив,Факел,1 : 0,2000
Локомотив,Крылья Советов,2 : 0,2000
Локомотив,Локомотив НН,2 : 0,2000
Локомотив,Уралан,9 : 0,2000
Торпедо М,Спартак,0 : 3,2000
Торпедо М,Локомотив,1 : 1,2000
Торпедо М,Анжи,2 : 1,2000
Торпедо М,Динамо,1 : 1,2000
Торпедо М,Черноморец,2 : 1,2000
Торпедо М,Зенит,1 : 1,2000
Торпедо М,ЦСКА,0 : 1,2000
Торпедо М,Сатурн,2 : 0,2000
Торпедо М,Алания,2 : 0,2000
Торпедо М,Ростсельмаш,1 : 1,2000
Торпедо М,Ротор,2 : 0,2000
Торпедо М,Факел,2 : 0,2000
Торпедо М,Крылья Советов,2 : 1,2000
Торпедо М,Локомотив НН,2 : 1,2000
Торпедо М,Уралан,2 : 2,2000
Анжи,Спартак,0 : 2,2000
Анжи,Локомотив,1 : 0,2000
Анжи,Торпедо М,0 : 0,2000
Анжи,Динамо,2 : 2,2000
Анжи,Черноморец,2 : 1,2000
Анжи,Зенит,3 : 2,2000
Анжи,ЦСКА,4 : 1,2000
Анжи,Сатурн,2 : 0,2000
Анжи,Алания,2 : 0,2000
Анжи,Ростсельмаш,1 : 0,2000
Анжи,Ротор,1 : 1,2000
Анжи,Факел,4 : 0,2000
Анжи,Крылья Советов,1 : 0,2000
Анжи,Локомотив НН,4 : 0,2000
Анжи,Уралан,2 : 1,2000
Динамо,Спартак,2 : 4,2000
Динамо,Локомотив,2 : 2,2000
Динамо,Торпедо М,0 : 0,2000
Динамо,Анжи,2 : 1,2000
Динамо,Черноморец,2 : 2,2000
Динамо,Зенит,1 : 2,2000
Динамо,ЦСКА,1 : 0,2000
Динамо,Сатурн,2 : 0,2000
Динамо,Алания,4 : 2,2000
Динамо,Ростсельмаш,0 : 0,2000
Динамо,Ротор,2 : 0,2000
Динамо,Факел,2 : 2,2000
Динамо,Крылья Советов,2 : 0,2000
Динамо,Локомотив НН,3 : 1,2000
Динамо,Уралан,1 : 0,2000
Черноморец,Спартак,1 : 4,2000
Черноморец,Локомотив,0 : 3,2000
Черноморец,Торпедо М,1 : 0,2000
Черноморец,Анжи,3 : 0,2000
Черноморец,Динамо,4 : 0,2000
Черноморец,Зенит,1 : 1,2000
Черноморец,ЦСКА,3 : 0,2000
Черноморец,Сатурн,1 : 1,2000
Черноморец,Алания,1 : 1,2000
Черноморец,Ростсельмаш,1 : 2,2000
Черноморец,Ротор,3 : 0,2000
Черноморец,Факел,3 : 1,2000
Черноморец,Крылья Советов,3 : 0,2000
Черноморец,Локомотив НН,2 : 0,2000
Черноморец,Уралан,3 : 1,2000
Зенит,Спартак,1 : 2,2000
Зенит,Локомотив,1 : 2,2000
Зенит,Торпедо М,2 : 1,2000
Зенит,Анжи,1 : 0,2000
Зенит,Динамо,0 : 1,2000
Зенит,Черноморец,0 : 0,2000
Зенит,ЦСКА,0 : 1,2000
Зенит,Сатурн,1 : 1,2000
Зенит,Алания,1 : 0,2000
Зенит,Ростсельмаш,0 : 0,2000
Зенит,Ротор,3 : 1,2000
Зенит,Факел,5 : 0,2000
Зенит,Крылья Советов,3 : 0,2000
Зенит,Локомотив НН,2 : 0,2000
Зенит,Уралан,3 : 0,2000
ЦСКА,Спартак,2 : 1,2000
ЦСКА,Локомотив,4 : 3,2000
ЦСКА,Торпедо М,0 : 2,2000
ЦСКА,Анжи,4 : 0,2000
ЦСКА,Динамо,2 : 2,2000
ЦСКА,Черноморец,0 : 3,2000
ЦСКА,Зенит,4 : 1,2000
ЦСКА,Сатурн,0 : 0,2000
ЦСКА,Алания,0 : 1,2000
ЦСКА,Ростсельмаш,1 : 1,2000
ЦСКА,Ротор,1 : 1,2000
ЦСКА,Факел,5 : 1,2000
ЦСКА,Крылья Советов,2 : 0,2000
ЦСКА,Локомотив НН,5 : 0,2000
ЦСКА,Уралан,0 : 2,2000
Сатурн,Спартак,2 : 0,2000
Сатурн,Локомотив,1 : 1,2000
Сатурн,Торпедо М,0 : 1,2000
Сатурн,Анжи,0 : 0,2000
Сатурн,Динамо,1 : 0,2000
Сатурн,Черноморец,0 : 0,2000
Сатурн,Зенит,1 : 0,2000
Сатурн,ЦСКА,2 : 1,2000
Сатурн,Алания,2 : 0,2000
Сатурн,Ростсельмаш,2 : 2,2000
Сатурн,Ротор,2 : 0,2000
Сатурн,Факел,0 : 1,2000
Сатурн,Крылья Советов,0 : 0,2000
Сатурн,Локомотив НН,1 : 0,2000
Сатурн,Уралан,3 : 0,2000
Алания,Спартак,1 : 2,2000
Алания,Локомотив,0 : 0,2000
Алания,Торпедо М,2 : 1,2000
Алания,Анжи,2 : 3,2000
Алания,Динамо,0 : 1,2000
Алания,Черноморец,1 : 0,2000
Алания,Зенит,1 : 0,2000
Алания,ЦСКА,2 : 1,2000
Алания,Сатурн,2 : 2,2000
Алания,Ростсельмаш,2 : 0,2000
Алания,Ротор,2 : 0,2000
Алания,Факел,1 : 1,2000
Алания,Крылья Советов,4 : 3,2000
Алания,Локомотив НН,1 : 1,2000
Алания,Уралан,1 : 1,2000
Ростсельмаш,Спартак,2 : 3,2000
Ростсельмаш,Локомотив,0 : 0,2000
Ростсельмаш,Торпедо М,0 : 1,2000
Ростсельмаш,Анжи,0 : 1,2000
Ростсельмаш,Динамо,2 : 1,2000
Ростсельмаш,Черноморец,0 : 1,2000
Ростсельмаш,Зенит,0 : 0,2000
Ростсельмаш,ЦСКА,1 : 1,2000
Ростсельмаш,Сатурн,2 : 0,2000
Ростсельмаш,Алания,0 : 1,2000
Ростсельмаш,Ротор,1 : 1,2000
Ростсельмаш,Факел,1 : 1,2000
Ростсельмаш,Крылья Советов,2 : 0,2000
Ростсельмаш,Локомотив НН,0 : 0,2000
Ростсельмаш,Уралан,3 : 0,2000
Ротор,Спартак,1 : 6,2000
Ротор,Локомотив,0 : 4,2000
Ротор,Торпедо М,0 : 1,2000
Ротор,Анжи,2 : 2,2000
Ротор,Динамо,2 : 4,2000
Ротор,Черноморец,1 : 1,2000
Ротор,Зенит,2 : 0,2000
Ротор,ЦСКА,0 : 1,2000
Ротор,Сатурн,3 : 0,2000
Ротор,Алания,2 : 1,2000
Ротор,Ростсельмаш,3 : 0,2000
Ротор,Факел,2 : 0,2000
Ротор,Крылья Советов,1 : 1,2000
Ротор,Локомотив НН,2 : 2,2000
Ротор,Уралан,3 : 1,2000
Факел,Спартак,1 : 0,2000
Факел,Локомотив,0 : 0,2000
Факел,Торпедо М,1 : 2,2000
Факел,Анжи,0 : 1,2000
Факел,Динамо,1 : 0,2000
Факел,Черноморец,2 : 2,2000
Факел,Зенит,0 : 0,2000
Факел,ЦСКА,2 : 1,2000
Факел,Сатурн,0 : 1,2000
Факел,Алания,0 : 0,2000
Факел,Ростсельмаш,1 : 1,2000
Факел,Ротор,2 : 2,2000
Факел,Крылья Советов,3 : 2,2000
Факел,Локомотив НН,1 : 1,2000
Факел,Уралан,1 : 1,2000
Крылья Советов,Спартак,1 : 2,2000
Крылья Советов,Локомотив,0 : 2,2000
Крылья Советов,Торпедо М,3 : 2,2000
Крылья Советов,Анжи,1 : 1,2000
Крылья Советов,Динамо,0 : 2,2000
Крылья Советов,Черноморец,0 : 0,2000
Крылья Советов,Зенит,0 : 1,2000
Крылья Советов,ЦСКА,2 : 0,2000
Крылья Советов,Сатурн,3 : 2,2000
Крылья Советов,Алания,1 : 0,2000
Крылья Советов,Ростсельмаш,0 : 3,2000
Крылья Советов,Ротор,0 : 1,2000
Крылья Советов,Факел,1 : 1,2000
Крылья Советов,Локомотив НН,2 : 1,2000
Крылья Советов,Уралан,1 : 0,2000
Локомотив НН,Спартак,0 : 2,2000
Локомотив НН,Локомотив,0 : 1,2000
Локомотив НН,Торпедо М,0 : 1,2000
Локомотив НН,Анжи,1 : 4,2000
Локомотив НН,Динамо,0 : 3,2000
Локомотив НН,Черноморец,0 : 0,2000
Локомотив НН,Зенит,1 : 2,2000
Локомотив НН,ЦСКА,1 : 2,2000
Локомотив НН,Сатурн,0 : 0,2000
Локомотив НН,Алания,1 : 1,2000
Локомотив НН,Ростсельмаш,0 : 0,2000
Локомотив НН,Ротор,0 : 1,2000
Локомотив НН,Факел,1 : 0,2000
Локомотив НН,Крылья Советов,1 : 0,2000
Локомотив НН,Уралан,2 : 0,2000
Уралан,Спартак,0 : 2,2000
Уралан,Локомотив,0 : 1,2000
Уралан,Торпедо М,2 : 3,2000
Уралан,Анжи,1 : 1,2000
Уралан,Динамо,0 : 1,2000
Уралан,Черноморец,1 : 2,2000
Уралан,Зенит,0 : 2,2000
Уралан,ЦСКА,1 : 5,2000
Уралан,Сатурн,1 : 2,2000
Уралан,Алания,0 : 4,2000
Уралан,Ростсельмаш,0 : 0,2000
Уралан,Ротор,2 : 0,2000
Уралан,Факел,0 : 1,2000
Уралан,Крылья Советов,0 : 1,2000
Уралан,Локомотив НН,0 : 0,2000
Спартак,Локомотив,3 : 0,1999
Спартак,ЦСКА,1 : 0,1999
Спартак,Торпедо М,0 : 1,1999
Спартак,Динамо,2 : 2,1999
Спартак,Алания,3 : 0,1999
Спартак,Ростсельмаш,1 : 0,1999
Спартак,Зенит,4 : 1,1999
Спартак,Уралан,3 : 0,1999
Спартак,Сатурн,3 : 1,1999
Спартак,Локомотив НН,2 : 2,1999
Спартак,Крылья Советов,3 : 0,1999
Спартак,Ротор,4 : 1,1999
Спартак,Черноморец,2 : 0,1999
Спартак,Жемчужина-Сочи,4 : 0,1999
Спартак,Шинник,4 : 1,1999
Локомотив,Спартак,0 : 3,1999
Локомотив,ЦСКА,1 : 0,1999
Локомотив,Торпедо М,1 : 2,1999
Локомотив,Динамо,2 : 1,1999
Локомотив,Алания,4 : 1,1999
Локомотив,Ростсельмаш,3 : 0,1999
Локомотив,Зенит,1 : 1,1999
Локомотив,Уралан,1 : 0,1999
Локомотив,Сатурн,3 : 0,1999
Локомотив,Локомотив НН,3 : 1,1999
Локомотив,Крылья Советов,2 : 0,1999
Локомотив,Ротор,5 : 1,1999
Локомотив,Черноморец,2 : 1,1999
Локомотив,Жемчужина-Сочи,1 : 1,1999
Локомотив,Шинник,4 : 1,1999
ЦСКА,Спартак,0 : 4,1999
ЦСКА,Локомотив,1 : 0,1999
ЦСКА,Торпедо М,0 : 0,1999
ЦСКА,Динамо,4 : 1,1999
ЦСКА,Алания,4 : 1,1999
ЦСКА,Ростсельмаш,2 : 0,1999
ЦСКА,Зенит,2 : 2,1999
ЦСКА,Уралан,2 : 0,1999
ЦСКА,Сатурн,1 : 0,1999
